id,query_id,user_id,day,carrier,price,duration,layover_hours,legs,departure_hour,arrival_hour,recent_bookings_with_carrier,booked
44,2,265,10,NK,0.275899027,0.566430899,3,2,16,18,0,0
45,2,265,10,AA,0.649044467,0.078940278,2,1,19,22,0,0
46,2,265,10,DL,0.882811799,0.971540194,4,2,3,5,0,0
47,2,265,10,AS,0.184130023,0.936451034,2,1,23,3,0,0
48,2,265,10,AA,0.840361505,0.934406647,5,2,9,1,0,0
49,2,265,10,AS,0.12155663,0.879277624,1,0,22,21,0,0
50,2,265,10,NK,0.171993779,0.660326302,0,0,13,3,0,0
51,3,85,10,DL,0.037175288,0.221108563,4,2,15,15,0,0
52,3,85,10,DL,0.140811862,0.049483487,2,1,4,8,0,0
53,3,85,10,AA,0.917303145,0.099321065,2,1,21,14,0,0
54,3,85,10,DL,0.459438747,0.3239925,5,2,2,2,0,0
55,3,85,10,NK,0.062132689,0.503883025,3,2,24,14,0,0
56,3,85,10,DL,0.959726838,0.993253071,3,2,9,21,0,0
57,3,85,10,AS,0.878992308,0.435443492,0,0,4,6,0,0
58,3,85,10,AS,0.754682521,0.52464609,3,2,15,8,0,0
59,3,85,10,AS,0.933472792,0.695157247,2,1,21,5,0,0
60,3,85,10,AS,0.220129421,0.18073397,2,1,10,3,0,1
61,3,85,10,NK,0.669095434,0.932827002,4,2,0,2,0,0
62,3,85,10,UA,0.689991196,0.529034606,3,2,21,16,0,0
63,3,85,10,NK,0.6958074,0.276256346,5,2,14,8,0,0
64,3,85,10,AA,0.796911566,0.935108986,4,2,2,11,0,0
65,3,85,10,AS,0.346495063,0.625450619,4,2,22,8,0,0
66,3,85,10,DL,0.774398537,0.483689731,3,2,19,18,0,0
67,3,85,10,AS,0.262456303,0.58015591,2,1,13,16,0,0
68,3,85,10,DL,0.328592163,0.748302219,0,0,11,16,0,0
69,3,85,10,NK,0.086324574,0.154538004,0,0,17,18,0,0
70,4,52,11,NK,0.748061293,0.864830431,0,0,9,14,0,0
71,4,52,11,NK,0.232802691,0.95950681,5,2,16,2,0,0
72,4,52,11,DL,0.520622465,0.566999652,2,1,4,10,0,0
73,4,52,11,AS,0.391332836,0.682270847,4,2,3,8,1,0
74,4,52,11,NK,0.767942496,0.859833481,3,2,7,8,0,0
75,4,52,11,NK,0.268039337,0.374810631,3,2,21,5,0,0
76,4,52,11,DL,0.778545821,0.992831795,3,2,20,4,0,0
77,4,52,11,DL,0.855416155,0.680501369,2,1,12,11,0,0
78,4,52,11,AS,0.435606497,0.423998698,4,2,14,23,1,0
79,4,52,11,DL,0.378171814,0.677337975,5,2,15,1,0,0
80,4,52,11,DL,0.747745821,0.521680033,3,2,9,7,0,0
81,4,52,11,NK,0.730316784,0.111641572,4,2,17,23,0,0
82,4,52,11,AS,0.754931733,0.795865305,0,0,15,9,1,0
83,4,52,11,NK,0.181701092,0.56437558,1,0,9,16,0,1
84,4,52,11,NK,0.710646198,0.795845558,3,2,7,6,0,0
85,4,52,11,AS,0.387581667,0.15491194,4,2,24,13,1,0
86,4,52,11,AA,0.576229412,0.538357157,2,1,7,4,0,0
87,4,52,11,NK,0.665148495,0.766624272,3,2,4,13,0,0
88,4,52,11,NK,0.150715814,0.988304568,0,0,20,12,0,0
89,4,52,11,NK,0.627608109,0.884397276,5,2,19,20,0,0
90,4,52,11,DL,0.596162798,0.864349627,4,2,6,19,0,0
91,5,172,9,NK,0.714673313,0.247460138,2,1,20,4,2,0
92,5,172,9,DL,0.171970402,0.837984602,5,2,22,23,0,0
93,5,172,9,AA,0.420682237,0.169281278,0,0,8,9,0,0
94,5,172,9,AS,0.832843093,0.198107665,2,1,8,1,0,0
95,5,172,9,AS,0.019231703,0.110116744,0,0,3,2,0,0
96,5,172,9,AS,0.112201367,0.857596531,2,1,15,10,0,0
97,5,172,9,NK,0.79245217,0.108254496,1,0,17,21,2,0
98,5,172,9,AA,0.280394179,0.13811148,2,1,2,4,0,0
99,5,172,9,NK,0.780434555,0.24588715,5,2,5,12,2,0
100,5,172,9,NK,0.146025241,0.572662409,2,1,6,13,2,0
101,5,172,9,AA,0.361094443,0.880180185,2,1,11,21,0,0
102,5,172,9,AA,0.752869445,0.418228155,3,2,20,0,0,0
103,5,172,9,AA,0.657778407,0.546285949,3,2,5,21,0,0
104,5,172,9,AA,0.5811224,0.1664894,5,2,19,6,0,0
105,5,172,9,AS,0.529899176,0.265945856,3,2,21,21,0,0
106,5,172,9,UA,0.843440444,0.133925762,4,2,5,10,0,0
107,5,172,9,UA,0.234948563,0.409918845,2,1,24,8,0,0
108,5,172,9,AA,0.442470927,0.590335659,1,0,12,24,0,0
109,5,172,9,UA,0.155452292,0.28401953,2,1,13,19,0,1
110,6,396,10,UA,0.595941596,0.845995856,2,1,15,12,0,0
111,6,396,10,AA,0.250544424,0.981238351,2,1,19,9,0,0
112,6,396,10,UA,0.333842064,0.120154852,3,2,16,8,0,0
113,6,396,10,NK,0.377000573,0.017860056,2,1,18,17,0,0
114,6,396,10,DL,0.026770586,0.789776907,5,2,11,10,0,0
115,6,396,10,DL,0.091937936,0.190642678,5,2,14,16,0,0
116,6,396,10,AA,0.685929221,0.353146593,3,2,6,10,0,0
117,6,396,10,AS,0.428969981,0.394231218,3,2,9,9,0,0
118,6,396,10,AA,0.864790222,0.916599389,2,1,15,8,0,0
119,6,396,10,AS,0.694672004,0.658838216,2,1,1,22,0,0
120,6,396,10,DL,0.008100942,0.04060949,5,2,14,18,0,0
121,6,396,10,AA,0.616712331,0.014810241,0,0,13,16,0,1
122,6,396,10,NK,0.074979893,0.199568098,2,1,4,16,0,0
123,6,396,10,NK,0.624746544,0.318171941,1,0,22,4,0,0
124,6,396,10,UA,0.991507688,0.484523834,4,2,2,22,0,0
125,6,396,10,AS,0.531198794,0.837839412,1,0,1,3,0,0
126,6,396,10,NK,0.5462236,0.314817756,4,2,21,5,0,0
127,6,396,10,UA,0.237314161,0.376537219,2,1,20,1,0,0
128,6,396,10,UA,0.437597744,0.32933793,5,2,10,9,0,0
129,6,396,10,AA,0.856095332,0.008965336,5,2,23,7,0,0
130,6,396,10,UA,0.167422948,0.955201539,4,2,23,20,0,0
131,7,398,2,NK,0.212428484,0.138995884,3,2,3,16,0,0
132,7,398,2,NK,0.35634694,0.287667478,1,0,12,19,0,0
133,7,398,2,UA,0.712248892,0.129303302,5,2,1,4,0,0
134,7,398,2,AA,0.375883955,0.490543156,4,2,9,14,0,0
135,7,398,2,NK,0.742185824,0.932166115,1,0,2,12,0,0
136,7,398,2,DL,0.094457051,0.100700718,2,1,4,10,0,1
137,7,398,2,NK,0.296643358,0.440896924,0,0,21,24,0,0
138,7,398,2,UA,0.708954123,0.022374846,3,2,20,11,0,0
139,7,398,2,AA,0.225986766,0.770898221,1,0,21,3,0,0
140,7,398,2,DL,0.656413134,0.641226144,3,2,1,1,0,0
141,7,398,2,DL,0.164216958,0.699698664,3,2,14,19,0,0
142,7,398,2,AS,0.055980285,0.472336361,2,1,19,0,0,0
143,7,398,2,NK,0.096812573,0.90763303,5,2,17,22,0,0
144,7,398,2,UA,0.929984783,0.409557451,4,2,12,5,0,0
145,7,398,2,AA,0.551750883,0.514085075,2,1,3,21,0,0
146,7,398,2,AS,0.796345775,0.695289222,5,2,19,19,0,0
147,7,398,2,NK,0.266123601,0.520560641,4,2,21,5,0,0
148,7,398,2,AS,0.592658648,0.189335648,3,2,6,20,0,0
149,7,398,2,NK,0.395961707,0.317070618,1,0,13,8,0,0
150,8,295,3,NK,0.756590368,0.092294468,2,1,12,5,1,0
151,8,295,3,NK,0.598059709,0.432613497,4,2,18,5,1,0
152,8,295,3,UA,0.730542631,0.609392093,3,2,22,21,0,0
153,8,295,3,NK,0.037082616,0.118529944,3,2,11,0,1,1
154,8,295,3,AS,0.549669669,0.630587121,5,2,11,18,0,0
155,8,295,3,NK,0.373593163,0.89287214,0,0,5,19,1,0
156,8,295,3,UA,0.927842267,0.337723733,0,0,4,9,0,0
157,8,295,3,UA,0.257341988,0.222033096,4,2,1,17,0,0
158,8,295,3,NK,0.215866763,0.893006064,0,0,20,22,1,0
159,8,295,3,AS,0.411346249,0.691945236,2,1,10,13,0,0
160,8,295,3,DL,0.243369713,0.105394868,5,2,2,16,0,0
161,8,295,3,DL,0.129183918,0.408111952,3,2,13,17,0,0
162,8,295,3,NK,0.685931877,0.6740896,3,2,8,23,1,0
163,8,295,3,NK,0.44662122,0.574383875,3,2,23,10,1,0
164,8,295,3,AA,0.861362719,0.618547119,2,1,11,13,0,0
165,8,295,3,NK,0.664907812,0.567135174,3,2,2,11,1,0
166,8,295,3,NK,0.225633884,0.798061365,3,2,15,8,1,0
167,8,295,3,AS,0.547737444,0.320426957,2,1,19,23,0,0
168,8,295,3,AS,0.083217703,0.708462348,4,2,14,12,0,0
169,8,295,3,AS,0.915251884,0.991079442,2,1,19,22,0,0
170,8,295,3,AS,0.404262715,0.389958858,0,0,7,24,0,0
171,9,258,12,AS,0.393676184,0.791048315,1,0,13,21,0,0
172,9,258,12,NK,0.242204296,0.246109237,2,1,20,4,0,0
173,9,258,12,NK,0.368530996,0.281896712,5,2,2,1,0,0
174,9,258,12,UA,0.251759387,0.934863874,2,1,6,13,1,0
175,9,258,12,DL,0.374852273,0.025938356,0,0,15,13,0,1
176,9,258,12,AS,0.799947049,0.217427345,1,0,12,15,0,0
177,9,258,12,AA,0.834255504,0.482920698,3,2,18,1,0,0
178,9,258,12,NK,0.243345982,0.401847622,1,0,4,7,0,0
179,9,258,12,AA,0.469014431,0.629169731,0,0,20,12,0,0
180,9,258,12,AA,0.873819776,0.19272205,4,2,15,12,0,0
181,9,258,12,AA,0.052673332,0.070547004,4,2,5,23,0,0
182,9,258,12,UA,0.889144962,0.369333398,4,2,1,23,1,0
183,9,258,12,NK,0.175347477,0.524355242,4,2,24,21,0,0
184,9,258,12,AA,0.678539244,0.562001837,2,1,11,6,0,0
185,9,258,12,AS,0.582551696,0.601493524,4,2,6,15,0,0
186,9,258,12,NK,0.442352599,0.548661996,3,2,4,7,0,0
187,9,258,12,AA,0.859360225,0.245751971,0,0,6,23,0,0
188,9,258,12,UA,0.101572144,0.764549736,2,1,12,12,1,0
189,9,258,12,NK,0.27762242,0.087780262,0,0,20,20,0,0
190,10,318,12,UA,0.538252746,0.19835388,0,0,5,9,0,0
191,10,318,12,AA,0.811288854,0.739378009,0,0,9,9,0,0
192,10,318,12,NK,0.173154467,0.279726134,5,2,19,1,0,0
193,10,318,12,NK,0.642343873,0.493473442,4,2,16,11,0,0
194,10,318,12,AA,0.399638482,0.327197741,2,1,1,15,0,0
195,10,318,12,UA,0.188913856,0.506981212,1,0,6,3,0,0
196,10,318,12,DL,0.75898644,0.3466558,0,0,3,4,0,0
197,10,318,12,AS,0.090898901,0.99420799,2,1,1,23,0,0
198,10,318,12,UA,0.514767374,0.357477589,3,2,23,18,0,0
199,10,318,12,NK,0.051100627,0.627049417,4,2,15,22,0,0
200,10,318,12,AA,0.356417855,0.888343218,0,0,13,11,0,0
201,10,318,12,AS,0.601076799,0.637934994,2,1,21,4,0,0
202,10,318,12,AA,0.556115541,0.565857255,5,2,14,4,0,0
203,10,318,12,NK,0.323724334,0.569229455,1,0,14,13,0,0
204,10,318,12,AA,0.429047994,0.496460711,2,1,5,17,0,0
205,10,318,12,DL,0.226769553,0.807580401,1,0,15,22,0,0
206,10,318,12,AS,0.455882588,0.050424078,1,0,16,10,0,0
207,10,318,12,AS,0.953254856,0.885129908,4,2,21,8,0,0
208,10,318,12,NK,0.680362334,0.58629222,3,2,10,22,0,0
209,10,318,12,DL,0.145232869,0.848873221,2,1,5,11,0,0
210,10,318,12,UA,0.029780787,0.010392703,2,1,14,12,0,1
211,11,53,14,AA,0.933524313,0.869276404,4,2,23,11,0,0
212,11,53,14,NK,0.4213998,0.120137519,0,0,2,18,0,0
213,11,53,14,AA,0.537837823,0.721218006,1,0,0,2,0,0
214,11,53,14,AA,0.780717996,0.416521393,5,2,1,20,0,0
215,11,53,14,UA,0.314688974,0.681072391,4,2,20,9,0,0
216,11,53,14,AA,0.481907569,0.628189738,4,2,0,23,0,0
217,11,53,14,DL,0.968662913,0.163396547,3,2,5,7,0,0
218,11,53,14,DL,0.672148687,0.514613764,1,0,24,11,0,0
219,11,53,14,AS,0.153745032,0.277230473,5,2,18,10,0,0
220,11,53,14,NK,0.106581398,0.560436843,2,1,5,19,0,0
221,11,53,14,NK,0.163411807,0.738003283,1,0,5,16,0,0
222,11,53,14,AA,0.766711674,0.081258415,2,1,11,16,0,0
223,11,53,14,AA,0.295377004,0.515762424,0,0,2,17,0,0
224,11,53,14,UA,0.021388847,0.617629821,1,0,16,23,0,0
225,11,53,14,NK,0.755339491,0.295367454,1,0,12,11,0,0
226,11,53,14,DL,0.169713416,0.953003483,1,0,10,16,0,0
227,11,53,14,NK,0.007646549,0.520302826,0,0,12,16,0,1
228,11,53,14,AS,0.237131602,0.18251709,1,0,7,21,0,0
229,11,53,14,DL,0.235028787,0.107788262,1,0,5,7,0,0
230,12,121,3,NK,0.337604201,0.541659549,0,0,2,19,0,0
231,12,121,3,AS,0.920389832,0.375238381,1,0,15,12,0,0
232,12,121,3,UA,0.879184918,0.192547098,1,0,12,0,0,0
233,12,121,3,UA,0.456894555,0.030698487,2,1,17,4,0,0
234,12,121,3,AA,0.410899905,0.56660008,3,2,21,20,0,0
235,12,121,3,NK,0.444007269,0.598600237,2,1,24,6,0,0
236,12,121,3,NK,0.19476321,0.141802601,1,0,5,7,0,0
237,12,121,3,AS,0.052184992,0.60173805,5,2,4,18,0,0
238,12,121,3,DL,0.939224136,0.951972755,3,2,22,16,0,0
239,12,121,3,NK,0.149359188,0.97829561,4,2,10,11,0,0
240,12,121,3,NK,0.158720583,0.888492937,3,2,19,18,0,0
241,12,121,3,UA,0.472460329,0.807078581,1,0,3,15,0,0
242,12,121,3,AA,0.491613345,0.209367837,3,2,7,4,0,0
243,12,121,3,AA,0.01843421,0.156435182,3,2,0,7,0,0
244,12,121,3,AS,0.147954739,0.444947602,2,1,24,2,0,0
245,12,121,3,UA,0.378154819,0.619631751,3,2,0,16,0,0
246,12,121,3,NK,0.546984555,0.850678684,4,2,4,1,0,0
247,12,121,3,NK,0.182734765,0.231963041,2,1,13,18,0,1
248,12,121,3,UA,0.423014446,0.479647901,0,0,20,13,0,0
249,12,121,3,AS,0.557345065,0.647440242,2,1,19,11,0,0
250,12,121,3,AS,0.888592495,0.445593855,1,0,6,14,0,0
251,13,284,13,UA,0.326070502,0.454193677,1,0,21,15,1,0
252,13,284,13,AS,0.133558266,0.225117161,2,1,2,14,0,0
253,13,284,13,UA,0.489272226,0.986660905,1,0,8,17,1,0
254,13,284,13,DL,0.746721602,0.475193283,5,2,6,15,0,0
255,13,284,13,UA,0.109859757,0.532741945,3,2,16,12,1,0
256,13,284,13,UA,0.424683492,0.218559291,3,2,1,20,1,0
257,13,284,13,AS,0.017785141,0.514136718,0,0,21,23,0,0
258,13,284,13,AS,0.033559182,0.255349559,1,0,23,15,0,0
259,13,284,13,AA,0.482953363,0.202336251,4,2,6,17,0,0
260,13,284,13,AA,0.298197298,0.275722251,2,1,22,12,0,0
261,13,284,13,DL,0.845107299,0.002759649,0,0,22,10,0,0
262,13,284,13,AA,0.602154306,0.570151112,4,2,15,21,0,0
263,13,284,13,UA,0.453932962,0.387480006,2,1,12,5,1,0
264,13,284,13,AS,0.407935371,0.898689019,2,1,19,17,0,0
265,13,284,13,AA,0.49724548,0.040707174,5,2,12,3,0,0
266,13,284,13,AA,0.040438831,0.043200301,0,0,18,18,0,1
267,13,284,13,DL,0.892793356,0.885873517,4,2,2,6,0,0
268,13,284,13,NK,0.798642525,0.126644642,5,2,7,15,0,0
269,13,284,13,DL,0.181487125,0.002160104,0,0,9,3,0,0
270,14,51,12,UA,0.120382965,0.178913864,4,2,5,0,0,0
271,14,51,12,AS,0.143577463,0.823876175,2,1,6,18,0,0
272,14,51,12,DL,0.661027058,0.802714083,4,2,18,21,0,0
273,14,51,12,AA,0.661440838,0.340132211,2,1,4,19,0,0
274,14,51,12,AS,0.847924162,0.668030917,5,2,3,3,0,0
275,14,51,12,AS,0.751826388,0.507249707,3,2,7,6,0,0
276,14,51,12,AA,0.449689673,0.90473499,3,2,4,20,0,0
277,14,51,12,DL,0.612855362,0.056423475,4,2,5,0,0,0
278,14,51,12,AA,0.68828467,0.813179129,2,1,19,13,0,0
279,14,51,12,NK,0.410189176,0.170598669,1,0,11,20,0,1
280,14,51,12,AS,0.475650984,0.391620897,1,0,10,5,0,0
281,14,51,12,NK,0.516077957,0.191957151,2,1,13,3,0,0
282,14,51,12,NK,0.445979639,0.70261441,3,2,2,4,0,0
283,14,51,12,UA,0.643942305,0.67832618,4,2,24,18,0,0
284,14,51,12,AA,0.612854774,0.547897602,2,1,20,23,0,0
285,14,51,12,AA,0.719196561,0.698163037,2,1,7,5,0,0
286,14,51,12,UA,0.642803509,0.639564781,4,2,1,3,0,0
287,14,51,12,UA,0.519742486,0.776442056,1,0,15,6,0,0
288,14,51,12,UA,0.681796811,0.239406651,3,2,14,3,0,0
289,14,51,12,AS,0.449481965,0.428912615,1,0,7,0,0,0
290,14,51,12,NK,0.193336981,0.151626529,1,0,8,11,0,0
291,15,280,2,AA,0.00141822,0.429593564,3,2,13,18,0,1
292,15,280,2,AS,0.559964147,0.701691751,0,0,21,7,0,0
293,15,280,2,UA,0.590655227,0.691391161,1,0,3,8,0,0
294,15,280,2,AA,0.972048965,0.709426903,3,2,12,5,0,0
295,15,280,2,AS,0.361478334,0.308767529,2,1,10,3,0,0
296,15,280,2,NK,0.315306594,0.662213974,3,2,11,2,0,0
297,15,280,2,AS,0.201799581,0.36746632,5,2,22,14,0,0
298,15,280,2,NK,0.056427436,0.944492046,3,2,13,18,0,0
299,15,280,2,UA,0.772804493,0.343366366,3,2,17,12,0,0
300,15,280,2,NK,0.199744851,0.603018234,2,1,22,20,0,0
301,15,280,2,AA,0.608904861,0.750145714,3,2,7,11,0,0
302,15,280,2,UA,0.687773036,0.906407429,0,0,9,2,0,0
303,15,280,2,AA,0.471236687,0.437928603,3,2,5,14,0,0
304,15,280,2,NK,0.70108169,0.360485108,0,0,16,17,0,0
305,15,280,2,DL,0.443794841,0.430028175,1,0,6,3,0,0
306,15,280,2,NK,0.227926898,0.323696352,3,2,6,13,0,0
307,15,280,2,DL,0.896015523,0.65392449,3,2,24,7,0,0
308,15,280,2,DL,0.861564284,0.932716764,2,1,17,23,0,0
309,15,280,2,NK,0.131231958,0.126071006,2,1,20,5,0,0
310,16,307,7,UA,0.025961018,0.560922065,2,1,23,16,0,0
311,16,307,7,NK,0.071988445,0.897648725,4,2,23,7,0,0
312,16,307,7,AA,0.286547399,0.100114545,0,0,8,10,0,0
313,16,307,7,AS,0.972259802,0.493865411,2,1,12,20,0,0
314,16,307,7,AA,0.558516153,0.865229596,0,0,22,24,0,0
315,16,307,7,AS,0.373261732,0.900452212,2,1,1,3,0,0
316,16,307,7,AA,0.888716095,0.514352161,3,2,22,11,0,0
317,16,307,7,NK,0.362509065,0.024951884,0,0,21,15,0,0
318,16,307,7,NK,0.252190903,0.105639178,2,1,11,9,0,1
319,16,307,7,AS,0.941219529,0.586716745,5,2,12,3,0,0
320,16,307,7,UA,0.849517666,0.123858606,3,2,1,1,0,0
321,16,307,7,AA,0.843668375,0.149417777,4,2,13,1,0,0
322,16,307,7,AA,0.512284743,0.772117098,3,2,3,12,0,0
323,16,307,7,AS,0.789438399,0.750692059,4,2,6,10,0,0
324,16,307,7,UA,0.179353359,0.842772759,1,0,19,24,0,0
325,16,307,7,UA,0.573222958,0.105735137,2,1,12,22,0,0
326,16,307,7,NK,0.787076738,0.198144881,3,2,18,15,0,0
327,16,307,7,NK,0.232766744,0.83296143,4,2,22,11,0,0
328,16,307,7,NK,0.635481863,0.721087609,2,1,4,14,0,0
329,16,307,7,NK,0.392382726,0.805956128,0,0,6,11,0,0
330,16,307,7,NK,0.031844547,0.989745675,5,2,14,8,0,0
331,17,270,7,NK,0.610415518,0.864431606,0,0,23,15,1,0
332,17,270,7,NK,0.134855316,0.520463251,1,0,19,22,1,0
333,17,270,7,UA,0.631473567,0.310768185,2,1,15,16,0,0
334,17,270,7,NK,0.068531355,0.569676587,2,1,16,4,1,0
335,17,270,7,UA,0.946867397,0.63858655,4,2,10,11,0,0
336,17,270,7,UA,0.291723887,0.335312141,2,1,10,4,0,0
337,17,270,7,DL,0.226464692,0.770937037,3,2,24,3,0,0
338,17,270,7,NK,0.103309123,0.092753793,1,0,21,8,1,0
339,17,270,7,NK,0.756801755,0.779392851,3,2,18,5,1,0
340,17,270,7,AA,0.711903742,0.031998519,2,1,17,22,0,0
341,17,270,7,AS,0.741660889,0.497966061,0,0,14,1,0,0
342,17,270,7,AA,0.499404561,0.861436463,5,2,8,23,0,0
343,17,270,7,NK,0.379782228,0.086495274,0,0,10,20,1,1
344,17,270,7,AS,0.110021243,0.517738936,3,2,1,6,0,0
345,17,270,7,NK,0.447872876,0.159391439,5,2,2,2,1,0
346,17,270,7,UA,0.246916495,0.89481575,1,0,9,14,0,0
347,17,270,7,AS,0.977145333,0.832345527,1,0,3,6,0,0
348,17,270,7,UA,0.79658094,0.933917243,2,1,10,6,0,0
349,17,270,7,AA,0.41299206,0.874982342,1,0,5,14,0,0
350,18,238,6,AA,0.151341259,0.73655331,4,2,8,11,0,0
351,18,238,6,AS,0.785331691,0.184889196,2,1,9,12,0,0
352,18,238,6,AS,0.122053767,0.302502616,5,2,19,8,0,0
353,18,238,6,NK,0.151467003,0.496855158,4,2,16,8,0,0
354,18,238,6,NK,0.169216414,0.588896782,4,2,20,24,0,0
355,18,238,6,NK,0.445512511,0.782183395,0,0,9,9,0,0
356,18,238,6,NK,0.629645323,0.226959628,1,0,20,5,0,0
357,18,238,6,NK,0.251451903,0.128277394,1,0,23,17,0,0
358,18,238,6,UA,0.084669814,0.482610171,3,2,7,19,0,0
359,18,238,6,AS,0.464538464,0.157841411,0,0,17,6,0,0
360,18,238,6,AA,0.748110241,0.693736802,4,2,1,3,0,0
361,18,238,6,NK,0.177331074,0.57563089,3,2,13,7,0,0
362,18,238,6,NK,0.175939638,0.741107797,3,2,4,13,0,0
363,18,238,6,AA,0.947227027,0.06343656,3,2,20,9,0,0
364,18,238,6,NK,0.763322982,0.96469756,3,2,10,4,0,0
365,18,238,6,NK,0.792372586,5.54E-06,1,0,15,1,0,0
366,18,238,6,UA,0.807659602,0.325442415,1,0,14,12,0,0
367,18,238,6,AS,0.188184169,0.679634793,2,1,3,21,0,0
368,18,238,6,AA,0.211981521,0.045142074,3,2,2,14,0,0
369,18,238,6,AS,0.340225242,0.083349581,1,0,14,21,0,1
370,18,238,6,NK,0.254506025,0.076681437,4,2,8,18,0,0
371,19,174,5,NK,0.765222199,0.581509727,4,2,3,8,0,0
372,19,174,5,AA,0.789073983,0.895925315,1,0,7,10,0,0
373,19,174,5,UA,0.724008792,0.555436978,3,2,5,21,0,0
374,19,174,5,DL,0.185963224,0.603571352,2,1,1,17,0,0
375,19,174,5,AA,0.909525559,0.346001651,1,0,9,13,0,0
376,19,174,5,DL,0.82787038,0.018741159,4,2,16,23,0,0
377,19,174,5,NK,0.130913473,0.021614718,5,2,3,1,0,0
378,19,174,5,DL,0.871170332,0.888309966,3,2,14,21,0,0
379,19,174,5,UA,0.272247536,0.102572439,5,2,4,8,0,0
380,19,174,5,NK,0.064695797,0.999789372,3,2,2,16,0,0
381,19,174,5,DL,0.656822307,0.164422612,3,2,2,22,0,0
382,19,174,5,NK,0.523043728,0.674634444,2,1,5,8,0,0
383,19,174,5,DL,0.09493201,0.948955472,1,0,11,12,0,0
384,19,174,5,UA,0.318851809,0.362289278,0,0,11,8,0,1
385,19,174,5,DL,0.992814462,0.734433189,2,1,11,17,0,0
386,19,174,5,DL,0.678426667,0.350856643,3,2,9,3,0,0
387,19,174,5,DL,0.730075167,0.304941057,3,2,21,18,0,0
388,19,174,5,AA,0.212917286,0.201804083,3,2,21,19,0,0
389,19,174,5,AA,0.078782071,0.820934907,1,0,16,2,0,0
390,20,272,8,AA,0.27690169,0.257387064,2,1,8,10,0,0
391,20,272,8,UA,0.248898385,0.283158163,2,1,4,17,0,0
392,20,272,8,NK,0.187635281,0.998969742,1,0,17,2,0,0
393,20,272,8,NK,0.154203458,0.327310435,5,2,24,19,0,0
394,20,272,8,DL,0.574755691,0.422774489,3,2,20,15,0,0
395,20,272,8,DL,0.328103476,0.990055458,0,0,8,11,0,0
