id,query_id,carrier,price,duration,layover_hours,legs,departure_hour,arrival_hour,user_id,day,preferred_carrier,is_preferred_carrier,booked,recent_bookings_with_carrier
44,2.0,NK,0.2758990269545678,0.5664308991335604,3.0,2.0,16.0,18.0,265,10,UA,0,0,0
45,2.0,AA,0.649044467268214,0.07894027849819019,2.0,1.0,19.0,22.0,265,10,UA,0,0,0
46,2.0,DL,0.8828117988673707,0.9715401943085151,4.0,2.0,3.0,5.0,265,10,UA,0,0,0
47,2.0,AS,0.18413002308118487,0.9364510344721613,2.0,1.0,23.0,3.0,265,10,UA,0,0,0
48,2.0,AA,0.8403615053853187,0.9344066466154992,5.0,2.0,9.0,1.0,265,10,UA,0,0,0
49,2.0,AS,0.12155662951826907,0.8792776240819135,1.0,0.0,22.0,21.0,265,10,UA,0,0,0
50,2.0,NK,0.171993778870713,0.6603263021817297,0.0,0.0,13.0,3.0,265,10,UA,0,0,0
51,3.0,DL,0.03717528804964598,0.22110856274843238,4.0,2.0,15.0,15.0,85,10,AS,0,0,0
52,3.0,DL,0.14081186209299945,0.049483487146372296,2.0,1.0,4.0,8.0,85,10,AS,0,0,0
53,3.0,AA,0.9173031454640506,0.09932106478176661,2.0,1.0,21.0,14.0,85,10,AS,0,0,0
54,3.0,DL,0.4594387466183786,0.32399250046560557,5.0,2.0,2.0,2.0,85,10,AS,0,0,0
55,3.0,NK,0.062132689422682845,0.5038830254957855,3.0,2.0,24.0,14.0,85,10,AS,0,0,0
56,3.0,DL,0.9597268380389613,0.993253071184794,3.0,2.0,9.0,21.0,85,10,AS,0,0,0
57,3.0,AS,0.8789923077586501,0.4354434917945992,0.0,0.0,4.0,6.0,85,10,AS,1,0,0
58,3.0,AS,0.7546825208681412,0.5246460904913768,3.0,2.0,15.0,8.0,85,10,AS,1,0,0
59,3.0,AS,0.9334727919475578,0.6951572471880806,2.0,1.0,21.0,5.0,85,10,AS,1,0,0
60,3.0,AS,0.22012942083576414,0.18073397044779627,2.0,1.0,10.0,3.0,85,10,AS,1,1,0
61,3.0,NK,0.6690954344080691,0.9328270015622557,4.0,2.0,0.0,2.0,85,10,AS,0,0,0
62,3.0,UA,0.6899911963543062,0.5290346058427342,3.0,2.0,21.0,16.0,85,10,AS,0,0,0
63,3.0,NK,0.6958073996541507,0.2762563456017686,5.0,2.0,14.0,8.0,85,10,AS,0,0,0
64,3.0,AA,0.7969115657426298,0.9351089863388404,4.0,2.0,2.0,11.0,85,10,AS,0,0,0
65,3.0,AS,0.346495063176825,0.6254506185589501,4.0,2.0,22.0,8.0,85,10,AS,1,0,0
66,3.0,DL,0.7743985370172556,0.48368973124921044,3.0,2.0,19.0,18.0,85,10,AS,0,0,0
67,3.0,AS,0.2624563029848903,0.5801559099607742,2.0,1.0,13.0,16.0,85,10,AS,1,0,0
68,3.0,DL,0.32859216302805483,0.7483022189052266,0.0,0.0,11.0,16.0,85,10,AS,0,0,0
69,3.0,NK,0.08632457377838093,0.15453800369295334,0.0,0.0,17.0,18.0,85,10,AS,0,0,0
70,4.0,NK,0.748061292784375,0.8648304307032253,0.0,0.0,9.0,14.0,52,11,AS,0,0,0
71,4.0,NK,0.23280269072022525,0.9595068102982129,5.0,2.0,16.0,2.0,52,11,AS,0,0,0
72,4.0,DL,0.5206224651714518,0.5669996517500745,2.0,1.0,4.0,10.0,52,11,AS,0,0,0
73,4.0,AS,0.39133283646619266,0.6822708467975981,4.0,2.0,3.0,8.0,52,11,AS,1,0,1
74,4.0,NK,0.7679424964668012,0.8598334808462408,3.0,2.0,7.0,8.0,52,11,AS,0,0,0
75,4.0,NK,0.26803933675078595,0.3748106314165005,3.0,2.0,21.0,5.0,52,11,AS,0,0,0
76,4.0,DL,0.778545821422689,0.9928317948823984,3.0,2.0,20.0,4.0,52,11,AS,0,0,0
77,4.0,DL,0.85541615463118,0.6805013693068976,2.0,1.0,12.0,11.0,52,11,AS,0,0,0
78,4.0,AS,0.4356064974809659,0.4239986983579821,4.0,2.0,14.0,23.0,52,11,AS,1,0,1
79,4.0,DL,0.37817181445293124,0.6773379750016272,5.0,2.0,15.0,1.0,52,11,AS,0,0,0
80,4.0,DL,0.747745820932628,0.5216800325134364,3.0,2.0,9.0,7.0,52,11,AS,0,0,0
81,4.0,NK,0.7303167842449874,0.11164157153836518,4.0,2.0,17.0,23.0,52,11,AS,0,0,0
82,4.0,AS,0.7549317330722383,0.7958653047693185,0.0,0.0,15.0,9.0,52,11,AS,1,0,1
83,4.0,NK,0.1817010924734925,0.5643755802529321,1.0,0.0,9.0,16.0,52,11,AS,0,1,0
84,4.0,NK,0.7106461979501644,0.7958455578738887,3.0,2.0,7.0,6.0,52,11,AS,0,0,0
85,4.0,AS,0.3875816674368331,0.1549119403674658,4.0,2.0,24.0,13.0,52,11,AS,1,0,1
86,4.0,AA,0.5762294117779343,0.5383571568007757,2.0,1.0,7.0,4.0,52,11,AS,0,0,0
87,4.0,NK,0.6651484954341689,0.7666242722129128,3.0,2.0,4.0,13.0,52,11,AS,0,0,0
88,4.0,NK,0.1507158139203938,0.9883045675907983,0.0,0.0,20.0,12.0,52,11,AS,0,0,0
89,4.0,NK,0.6276081085420425,0.8843972763852587,5.0,2.0,19.0,20.0,52,11,AS,0,0,0
90,4.0,DL,0.5961627979106775,0.8643496270606393,4.0,2.0,6.0,19.0,52,11,AS,0,0,0
91,5.0,NK,0.7146733134620866,0.247460138146398,2.0,1.0,20.0,4.0,172,9,NK,1,0,2
92,5.0,DL,0.17197040184354295,0.8379846017090474,5.0,2.0,22.0,23.0,172,9,NK,0,0,0
93,5.0,AA,0.42068223704092844,0.16928127754296307,0.0,0.0,8.0,9.0,172,9,NK,0,0,0
94,5.0,AS,0.8328430928668374,0.19810766454843354,2.0,1.0,8.0,1.0,172,9,NK,0,0,0
95,5.0,AS,0.019231703456760174,0.11011674374347202,0.0,0.0,3.0,2.0,172,9,NK,0,0,0
96,5.0,AS,0.11220136676564285,0.8575965307137872,2.0,1.0,15.0,10.0,172,9,NK,0,0,0
97,5.0,NK,0.7924521702053878,0.10825449645131868,1.0,0.0,17.0,21.0,172,9,NK,1,0,2
98,5.0,AA,0.28039417859035054,0.13811147974501004,2.0,1.0,2.0,4.0,172,9,NK,0,0,0
99,5.0,NK,0.7804345549791627,0.24588715008238582,5.0,2.0,5.0,12.0,172,9,NK,1,0,2
100,5.0,NK,0.14602524080693913,0.572662409120641,2.0,1.0,6.0,13.0,172,9,NK,1,0,2
101,5.0,AA,0.3610944430073356,0.8801801853004031,2.0,1.0,11.0,21.0,172,9,NK,0,0,0
102,5.0,AA,0.7528694445035706,0.4182281552555681,3.0,2.0,20.0,0.0,172,9,NK,0,0,0
103,5.0,AA,0.6577784072381785,0.5462859491917852,3.0,2.0,5.0,21.0,172,9,NK,0,0,0
104,5.0,AA,0.5811223999290556,0.16648939995725298,5.0,2.0,19.0,6.0,172,9,NK,0,0,0
105,5.0,AS,0.5298991758050076,0.2659458558977916,3.0,2.0,21.0,21.0,172,9,NK,0,0,0
106,5.0,UA,0.8434404436647402,0.13392576248577492,4.0,2.0,5.0,10.0,172,9,NK,0,0,0
107,5.0,UA,0.23494856283339272,0.40991884486708974,2.0,1.0,24.0,8.0,172,9,NK,0,0,0
108,5.0,AA,0.4424709269935184,0.5903356586781924,1.0,0.0,12.0,24.0,172,9,NK,0,0,0
109,5.0,UA,0.15545229215645728,0.28401953003345415,2.0,1.0,13.0,19.0,172,9,NK,0,1,0
110,6.0,UA,0.5959415957307044,0.8459958555747926,2.0,1.0,15.0,12.0,396,10,AS,0,0,0
111,6.0,AA,0.2505444242713202,0.9812383510066344,2.0,1.0,19.0,9.0,396,10,AS,0,0,0
112,6.0,UA,0.3338420643433858,0.120154852314581,3.0,2.0,16.0,8.0,396,10,AS,0,0,0
113,6.0,NK,0.37700057329882253,0.017860056015324144,2.0,1.0,18.0,17.0,396,10,AS,0,0,0
114,6.0,DL,0.026770585703127847,0.7897769073947838,5.0,2.0,11.0,10.0,396,10,AS,0,0,0
115,6.0,DL,0.09193793592083765,0.19064267780334487,5.0,2.0,14.0,16.0,396,10,AS,0,0,0
116,6.0,AA,0.6859292207082196,0.353146592660859,3.0,2.0,6.0,10.0,396,10,AS,0,0,0
117,6.0,AS,0.42896998071750725,0.3942312182758103,3.0,2.0,9.0,9.0,396,10,AS,1,0,0
118,6.0,AA,0.8647902219998954,0.9165993889009445,2.0,1.0,15.0,8.0,396,10,AS,0,0,0
119,6.0,AS,0.6946720036441995,0.658838215766162,2.0,1.0,1.0,22.0,396,10,AS,1,0,0
120,6.0,DL,0.008100941647322446,0.04060949030289074,5.0,2.0,14.0,18.0,396,10,AS,0,0,0
121,6.0,AA,0.6167123307671348,0.014810240714154599,0.0,0.0,13.0,16.0,396,10,AS,0,1,0
122,6.0,NK,0.07497989284777314,0.19956809753028015,2.0,1.0,4.0,16.0,396,10,AS,0,0,0
123,6.0,NK,0.6247465438323955,0.3181719408727114,1.0,0.0,22.0,4.0,396,10,AS,0,0,0
124,6.0,UA,0.991507688278502,0.48452383408659894,4.0,2.0,2.0,22.0,396,10,AS,0,0,0
125,6.0,AS,0.5311987942415115,0.8378394123088555,1.0,0.0,1.0,3.0,396,10,AS,1,0,0
126,6.0,NK,0.5462236001553044,0.3148177560347595,4.0,2.0,21.0,5.0,396,10,AS,0,0,0
127,6.0,UA,0.23731416089475155,0.3765372192716553,2.0,1.0,20.0,1.0,396,10,AS,0,0,0
128,6.0,UA,0.43759774375379357,0.3293379300096576,5.0,2.0,10.0,9.0,396,10,AS,0,0,0
129,6.0,AA,0.8560953322363837,0.008965336032905613,5.0,2.0,23.0,7.0,396,10,AS,0,0,0
130,6.0,UA,0.16742294774625122,0.9552015391181198,4.0,2.0,23.0,20.0,396,10,AS,0,0,0
131,7.0,NK,0.2124284844910097,0.1389958841364738,3.0,2.0,3.0,16.0,398,2,UA,0,0,0
132,7.0,NK,0.3563469402288242,0.287667478203247,1.0,0.0,12.0,19.0,398,2,UA,0,0,0
133,7.0,UA,0.712248891844014,0.1293033020964418,5.0,2.0,1.0,4.0,398,2,UA,1,0,0
134,7.0,AA,0.3758839547956738,0.4905431561567226,4.0,2.0,9.0,14.0,398,2,UA,0,0,0
135,7.0,NK,0.7421858238264032,0.9321661149424991,1.0,0.0,2.0,12.0,398,2,UA,0,0,0
136,7.0,DL,0.09445705126871917,0.10070071762548627,2.0,1.0,4.0,10.0,398,2,UA,0,1,0
137,7.0,NK,0.296643358035878,0.4408969235884961,0.0,0.0,21.0,24.0,398,2,UA,0,0,0
138,7.0,UA,0.7089541234284219,0.022374845771578444,3.0,2.0,20.0,11.0,398,2,UA,1,0,0
139,7.0,AA,0.22598676566149245,0.7708982213861482,1.0,0.0,21.0,3.0,398,2,UA,0,0,0
140,7.0,DL,0.656413134229673,0.641226143554425,3.0,2.0,1.0,1.0,398,2,UA,0,0,0
141,7.0,DL,0.16421695822734594,0.6996986637071502,3.0,2.0,14.0,19.0,398,2,UA,0,0,0
142,7.0,AS,0.05598028486168638,0.4723363608957327,2.0,1.0,19.0,0.0,398,2,UA,0,0,0
143,7.0,NK,0.09681257339891909,0.9076330295564058,5.0,2.0,17.0,22.0,398,2,UA,0,0,0
144,7.0,UA,0.9299847831341347,0.40955745087260953,4.0,2.0,12.0,5.0,398,2,UA,1,0,0
145,7.0,AA,0.5517508829395513,0.514085074787077,2.0,1.0,3.0,21.0,398,2,UA,0,0,0
146,7.0,AS,0.796345775479649,0.6952892222706294,5.0,2.0,19.0,19.0,398,2,UA,0,0,0
147,7.0,NK,0.266123600724041,0.52056064109546,4.0,2.0,21.0,5.0,398,2,UA,0,0,0
148,7.0,AS,0.5926586478854466,0.18933564791632795,3.0,2.0,6.0,20.0,398,2,UA,0,0,0
149,7.0,NK,0.3959617069639933,0.317070618044912,1.0,0.0,13.0,8.0,398,2,UA,0,0,0
150,8.0,NK,0.7565903675218353,0.09229446813880526,2.0,1.0,12.0,5.0,295,3,NK,1,0,1
151,8.0,NK,0.5980597088432883,0.4326134972172978,4.0,2.0,18.0,5.0,295,3,NK,1,0,1
152,8.0,UA,0.730542631496579,0.609392093086328,3.0,2.0,22.0,21.0,295,3,NK,0,0,0
153,8.0,NK,0.03708261554742363,0.11852994426914065,3.0,2.0,11.0,0.0,295,3,NK,1,1,1
154,8.0,AS,0.5496696690036911,0.630587121470129,5.0,2.0,11.0,18.0,295,3,NK,0,0,0
155,8.0,NK,0.3735931631214519,0.8928721397521093,0.0,0.0,5.0,19.0,295,3,NK,1,0,1
156,8.0,UA,0.9278422666061945,0.3377237329855196,0.0,0.0,4.0,9.0,295,3,NK,0,0,0
157,8.0,UA,0.25734198818953224,0.22203309621881984,4.0,2.0,1.0,17.0,295,3,NK,0,0,0
158,8.0,NK,0.21586676263287546,0.8930060638419031,0.0,0.0,20.0,22.0,295,3,NK,1,0,1
159,8.0,AS,0.4113462488815004,0.6919452358975486,2.0,1.0,10.0,13.0,295,3,NK,0,0,0
160,8.0,DL,0.24336971340637603,0.10539486805655385,5.0,2.0,2.0,16.0,295,3,NK,0,0,0
161,8.0,DL,0.1291839178087495,0.40811195206173245,3.0,2.0,13.0,17.0,295,3,NK,0,0,0
162,8.0,NK,0.6859318773206406,0.6740895997545487,3.0,2.0,8.0,23.0,295,3,NK,1,0,1
163,8.0,NK,0.4466212195231327,0.5743838749754547,3.0,2.0,23.0,10.0,295,3,NK,1,0,1
164,8.0,AA,0.8613627189565668,0.618547119349873,2.0,1.0,11.0,13.0,295,3,NK,0,0,0
165,8.0,NK,0.6649078123229568,0.5671351739739261,3.0,2.0,2.0,11.0,295,3,NK,1,0,1
166,8.0,NK,0.22563388383173688,0.7980613653048902,3.0,2.0,15.0,8.0,295,3,NK,1,0,1
167,8.0,AS,0.547737444324274,0.32042695679697863,2.0,1.0,19.0,23.0,295,3,NK,0,0,0
168,8.0,AS,0.08321770274007045,0.708462347899363,4.0,2.0,14.0,12.0,295,3,NK,0,0,0
169,8.0,AS,0.9152518840307584,0.9910794424942843,2.0,1.0,19.0,22.0,295,3,NK,0,0,0
170,8.0,AS,0.4042627150651531,0.38995885778118033,0.0,0.0,7.0,24.0,295,3,NK,0,0,0
171,9.0,AS,0.39367618388902137,0.7910483145547931,1.0,0.0,13.0,21.0,258,12,UA,0,0,0
172,9.0,NK,0.2422042964943626,0.24610923713617106,2.0,1.0,20.0,4.0,258,12,UA,0,0,0
173,9.0,NK,0.3685309957685631,0.28189671228404933,5.0,2.0,2.0,1.0,258,12,UA,0,0,0
174,9.0,UA,0.25175938654544805,0.9348638741835431,2.0,1.0,6.0,13.0,258,12,UA,1,0,1
175,9.0,DL,0.37485227279680455,0.025938356248688788,0.0,0.0,15.0,13.0,258,12,UA,0,1,0
176,9.0,AS,0.7999470485848819,0.21742734486082926,1.0,0.0,12.0,15.0,258,12,UA,0,0,0
177,9.0,AA,0.8342555035851719,0.4829206978120031,3.0,2.0,18.0,1.0,258,12,UA,0,0,0
178,9.0,NK,0.2433459821028129,0.4018476217041864,1.0,0.0,4.0,7.0,258,12,UA,0,0,0
179,9.0,AA,0.4690144305527879,0.6291697312350313,0.0,0.0,20.0,12.0,258,12,UA,0,0,0
180,9.0,AA,0.8738197762800523,0.19272205036038192,4.0,2.0,15.0,12.0,258,12,UA,0,0,0
181,9.0,AA,0.052673331829697134,0.07054700436853134,4.0,2.0,5.0,23.0,258,12,UA,0,0,0
182,9.0,UA,0.8891449619957854,0.36933339780475705,4.0,2.0,1.0,23.0,258,12,UA,1,0,1
183,9.0,NK,0.17534747652186536,0.5243552421441809,4.0,2.0,24.0,21.0,258,12,UA,0,0,0
184,9.0,AA,0.6785392442143758,0.5620018370849114,2.0,1.0,11.0,6.0,258,12,UA,0,0,0
185,9.0,AS,0.5825516963846002,0.6014935235424668,4.0,2.0,6.0,15.0,258,12,UA,0,0,0
186,9.0,NK,0.4423525985514017,0.5486619957615549,3.0,2.0,4.0,7.0,258,12,UA,0,0,0
187,9.0,AA,0.8593602247528214,0.24575197097118762,0.0,0.0,6.0,23.0,258,12,UA,0,0,0
188,9.0,UA,0.10157214364466127,0.7645497359690018,2.0,1.0,12.0,12.0,258,12,UA,1,0,1
189,9.0,NK,0.2776224202605088,0.08778026173939857,0.0,0.0,20.0,20.0,258,12,UA,0,0,0
190,10.0,UA,0.5382527463447656,0.19835387955218298,0.0,0.0,5.0,9.0,318,12,DL,0,0,0
191,10.0,AA,0.8112888539460398,0.7393780090191141,0.0,0.0,9.0,9.0,318,12,DL,0,0,0
192,10.0,NK,0.1731544667293372,0.2797261341052517,5.0,2.0,19.0,1.0,318,12,DL,0,0,0
193,10.0,NK,0.6423438730994211,0.4934734416094052,4.0,2.0,16.0,11.0,318,12,DL,0,0,0
194,10.0,AA,0.39963848249393574,0.32719774085555886,2.0,1.0,1.0,15.0,318,12,DL,0,0,0
195,10.0,UA,0.1889138564336954,0.5069812116160032,1.0,0.0,6.0,3.0,318,12,DL,0,0,0
196,10.0,DL,0.7589864404434826,0.34665579994736506,0.0,0.0,3.0,4.0,318,12,DL,1,0,0
197,10.0,AS,0.09089890147454782,0.9942079899060504,2.0,1.0,1.0,23.0,318,12,DL,0,0,0
198,10.0,UA,0.5147673740754429,0.35747758935814666,3.0,2.0,23.0,18.0,318,12,DL,0,0,0
199,10.0,NK,0.051100627089510735,0.6270494173976454,4.0,2.0,15.0,22.0,318,12,DL,0,0,0
200,10.0,AA,0.35641785515778757,0.8883432176508774,0.0,0.0,13.0,11.0,318,12,DL,0,0,0
201,10.0,AS,0.6010767990063927,0.6379349943647504,2.0,1.0,21.0,4.0,318,12,DL,0,0,0
202,10.0,AA,0.5561155414872131,0.5658572551096086,5.0,2.0,14.0,4.0,318,12,DL,0,0,0
203,10.0,NK,0.32372433432373326,0.5692294547562082,1.0,0.0,14.0,13.0,318,12,DL,0,0,0
204,10.0,AA,0.4290479939721157,0.4964607109233855,2.0,1.0,5.0,17.0,318,12,DL,0,0,0
205,10.0,DL,0.22676955335076654,0.8075804014044551,1.0,0.0,15.0,22.0,318,12,DL,1,0,0
206,10.0,AS,0.4558825884241029,0.05042407836138196,1.0,0.0,16.0,10.0,318,12,DL,0,0,0
207,10.0,AS,0.9532548557208342,0.8851299079293277,4.0,2.0,21.0,8.0,318,12,DL,0,0,0
208,10.0,NK,0.6803623342270324,0.5862922202456428,3.0,2.0,10.0,22.0,318,12,DL,0,0,0
209,10.0,DL,0.1452328690763438,0.8488732212557483,2.0,1.0,5.0,11.0,318,12,DL,1,0,0
210,10.0,UA,0.02978078732092093,0.010392702544208543,2.0,1.0,14.0,12.0,318,12,DL,0,1,0
211,11.0,AA,0.9335243127166306,0.8692764039616176,4.0,2.0,23.0,11.0,53,14,NK,0,0,0
212,11.0,NK,0.42139979990459814,0.12013751917326687,0.0,0.0,2.0,18.0,53,14,NK,1,0,0
213,11.0,AA,0.5378378231493077,0.7212180063923992,1.0,0.0,0.0,2.0,53,14,NK,0,0,0
214,11.0,AA,0.7807179957065223,0.41652139288784373,5.0,2.0,1.0,20.0,53,14,NK,0,0,0
215,11.0,UA,0.31468897387132655,0.6810723910979244,4.0,2.0,20.0,9.0,53,14,NK,0,0,0
216,11.0,AA,0.48190756883600216,0.6281897376773642,4.0,2.0,0.0,23.0,53,14,NK,0,0,0
217,11.0,DL,0.9686629131467376,0.16339654706724183,3.0,2.0,5.0,7.0,53,14,NK,0,0,0
218,11.0,DL,0.6721486869324071,0.5146137644475518,1.0,0.0,24.0,11.0,53,14,NK,0,0,0
219,11.0,AS,0.15374503199578593,0.27723047319454075,5.0,2.0,18.0,10.0,53,14,NK,0,0,0
220,11.0,NK,0.10658139838748265,0.5604368428480124,2.0,1.0,5.0,19.0,53,14,NK,1,0,0
221,11.0,NK,0.1634118066664043,0.738003283052844,1.0,0.0,5.0,16.0,53,14,NK,1,0,0
222,11.0,AA,0.7667116744207175,0.08125841458183791,2.0,1.0,11.0,16.0,53,14,NK,0,0,0
223,11.0,AA,0.29537700384061605,0.5157624235310253,0.0,0.0,2.0,17.0,53,14,NK,0,0,0
224,11.0,UA,0.021388846675079787,0.6176298207622585,1.0,0.0,16.0,23.0,53,14,NK,0,0,0
225,11.0,NK,0.7553394908045296,0.29536745359721384,1.0,0.0,12.0,11.0,53,14,NK,1,0,0
226,11.0,DL,0.16971341639491067,0.9530034827960071,1.0,0.0,10.0,16.0,53,14,NK,0,0,0
227,11.0,NK,0.0076465489184548655,0.5203028255068295,0.0,0.0,12.0,16.0,53,14,NK,1,1,0
228,11.0,AS,0.23713160238332298,0.18251708984593273,1.0,0.0,7.0,21.0,53,14,NK,0,0,0
229,11.0,DL,0.2350287871181337,0.10778826179928402,1.0,0.0,5.0,7.0,53,14,NK,0,0,0
230,12.0,NK,0.3376042006765785,0.5416595491653655,0.0,0.0,2.0,19.0,121,3,,0,0,0
231,12.0,AS,0.9203898315000368,0.375238381126929,1.0,0.0,15.0,12.0,121,3,,0,0,0
232,12.0,UA,0.8791849177790979,0.19254709776838463,1.0,0.0,12.0,0.0,121,3,,0,0,0
233,12.0,UA,0.4568945549824279,0.03069848678577458,2.0,1.0,17.0,4.0,121,3,,0,0,0
234,12.0,AA,0.4108999049918065,0.56660008003788,3.0,2.0,21.0,20.0,121,3,,0,0,0
235,12.0,NK,0.44400726917988104,0.5986002368336619,2.0,1.0,24.0,6.0,121,3,,0,0,0
236,12.0,NK,0.1947632095774126,0.14180260118146848,1.0,0.0,5.0,7.0,121,3,,0,0,0
237,12.0,AS,0.05218499196636284,0.6017380497703043,5.0,2.0,4.0,18.0,121,3,,0,0,0
238,12.0,DL,0.9392241361712067,0.9519727547075985,3.0,2.0,22.0,16.0,121,3,,0,0,0
239,12.0,NK,0.1493591879017382,0.9782956099897394,4.0,2.0,10.0,11.0,121,3,,0,0,0
240,12.0,NK,0.15872058339657313,0.888492936557005,3.0,2.0,19.0,18.0,121,3,,0,0,0
241,12.0,UA,0.4724603288539476,0.8070785808357406,1.0,0.0,3.0,15.0,121,3,,0,0,0
242,12.0,AA,0.4916133448403307,0.20936783671333126,3.0,2.0,7.0,4.0,121,3,,0,0,0
243,12.0,AA,0.018434209700741944,0.15643518249593014,3.0,2.0,0.0,7.0,121,3,,0,0,0
244,12.0,AS,0.1479547387739707,0.44494760228535446,2.0,1.0,24.0,2.0,121,3,,0,0,0
245,12.0,UA,0.37815481856074173,0.6196317513185524,3.0,2.0,0.0,16.0,121,3,,0,0,0
246,12.0,NK,0.5469845548084312,0.850678684008378,4.0,2.0,4.0,1.0,121,3,,0,0,0
247,12.0,NK,0.18273476546554868,0.23196304113680155,2.0,1.0,13.0,18.0,121,3,,0,1,0
248,12.0,UA,0.42301444624176265,0.47964790052033257,0.0,0.0,20.0,13.0,121,3,,0,0,0
